id,tweet
1142083306437140481,desacreditada o quanto fui bem na prova da unb (só n o suficiente ainda risos)
1142083024949059584,pô antigamente entregava ai em planal soh q era meio divagar aí estamos soh na unb do plano agr
1142082029137334273,alguém pra salvar um mísero tabaco pra essa pobre alma que vai passar o dia inteiro na unb????????????😭😭😭🤯🤯😎
1142082028361408513,"estávamos conversando sobre metro e do nada veio unb na conversa,sobre o quanto é longe e tal,aí minha mãe falou “ah mas seria melhor se a sara fizesse faculdade aqui perto” eu falei “seria mesmo mas a unidade de ceilândia eu acho q é só exatas” aí ela “é mesmo?”"
1142081106826747906,"além de despencar em todos os rankings nacionais e internacionais que avaliam a qualidade e a relevância acadêmica, a universidade de brasília (unb) está aplicando um calote que fragiliza dramaticamente a empresa... "
1142080871568162817,terça eu levo pra unb 
1142079983311052800,toda vez que vejo uma matéria da istoé lembro de uma professora da unb que dizia que se a gente quisesse mesmo fazer jornalismo (em política) para revistas teria que ser em uma publicação estrangeira porque das brasileiras não se salva uma.  ps: como chamam canjica em aruba?
1142079377460649984,cheguei à conclusão que todos os meus professores da unb são casados com outros professores da unb
1142078521491243008,escutando soja tal qual um ~estudante~ da unb
1142077191288688641,"(+) considerada a savana mais rica em biodiversidade no mundo, o #cerrado se transforma durante o #inverno , explica o biólogo, professor da  e membro da rede de especialistas em conservação da natureza, reuber brandão /"
1142076363337347079,qm tiver pela unb e quiser comer uma marmita  hj tem eh bobó de camarão entre outros pratos em  10$
1142076162681790470,"fala sério que vou ter que ir no geod hoje, te odeio, unb "
1142076080154697729,"vim  pra unb e não tinha aula, dai so de raiva eu fiz um trabalho na força do ódio e enviei rsrs"
1142074476596801537,"unb endoidou foi, zero em legibilidade(??????)"
1142073439118876673,"o metrô/df economiza r$ 25 mil por mês com energia elétrica, e a universidade de brasília (unb), que deixa de gastar r$ 12 mil mensais devido aos equipamentos colocados nos câmpus da asa norte, de ceilândia, planaltina e do gama."
1142073410941403136,eu quero do lado da unb!!!!
1142073372601438212,ontem nossa startup  saiu no #df2 na  ♥️  mas nós não somos da unb como aparece na reportagem... só somos de bsb mesmo!  e muito obrigada pelo reconhecimento! #df1 
1142072978286546944,instalação de painéis na universidade de brasília (unb) e no metrô proporciona economia e vantagens como a redução de gases que provocam o efeito estufa. falta de políticas públicas e dificuldade no acesso a linhas de financiamento são entraves.
1142072005971329025,"sei lá mlq aluno da unb se fode demais papo reto. uma demanda cabulosa, exigências bizzaras, altos problemas de estrutura na universidade várias tretas diárias vejo os caras das partículares no estágio os caras tão suaveee eu não entendo parece q não faz porra nenhuma"
1142069226800394240,unb divulga notas de questões dissertativas do 2º vestibular de 2019  #unb #vestibularunb #resultadounb 
1142068256733388806,esqueci de compartilhar com vocês que uns dias atrás fui atravessar a faixa na unb e o cara que parou o carro pra mim me chamou de maconheira.................. 🤔 eu tive que rir kkkkkkkkk falei pra ele ir com deus
1142068042664415233,sonhei que eu entrava na unb mas não passava de ano  tô ficando louca alguém me dá um tiro
1142064840812482562,eu era uma caloura linda pq me matastes unb??????
1142064695324676097,"dica de sustentabilidade #14: ao sair, desligue a luz, o ventilador, a televisão, o computador, o ar-condicionado e tudo mais que não estiver sendo utilizado e ajude a reduzir o consumo e o valor da conta de energia.   mais dicas em "
1142063261094952960,nossa eu amo demais a  sério  eu super me sinto em casa acolhida e aceita e melhor de tudo me sinto capaz de promover mudanças que ♥️♥️🤩🤩🤩♥️♥️♥️♥️
1142061791981293568,véi eu n btf q vim pra unb e n vou ter aula ...... tomar no cuuuu
1142060852226359296,"depois do sucesso das primeiras edições, o projeto de extensão unb perto de você estará no estacionamento 13 do parque da cidade neste sábado (22), das 9h às 13h. passa lá: "
1142058009310502912,"infelizmente tendo q aceitar a mediocridade esse semestre por questões de saúde, eu fiquei mais no hospital q na unb kk sofro"
1142057987810439169,aluno da unb desaparece após sair da aula na terça-feira 
1142057201743347713,tava pesquisando artigos pra minha bibliografia e achei uma monografia da unb que cita rupaul e criolo na mesma pagina
1142056205726212101,"tirei 9/10 na redação do vestibular da unb, to realizada"
1142055053689274368,o aluno da unb respira 192773 vezes antes de surtar e surta msm assim pois n entra de férias nunca
1142054918406266885,o que eu estou fazendo na unb em plena sexta depois do feriado de quinta 😓😓😓
1142054204330131456,parece que eu vou congelar nessa unb hoje
1142053928013619201,"eu nao acredito que perdi nota em coesão e coerência, tava super coerente dona unb"
1142053245893955585,"falar em anestesia. tenho apenas semana que vem pra estudar pra  prova na unb e eu tenho sei lá, uns 300 áudios pra escutar"
1142052782540808195,mil anos de unb depois e eu não desvendei a fórmula de como sobreviver ao final do semestre
1142049736024821760,"diálogo entre a unb e outras instituições sobre o papel dos memoriais e, em especial, o memorial darcy ribeiro, acontece nos dias 24 e 25 de junho. o evento tem como foco conceituar os memoriais, suas necessidades, relevância social e mais. inscrições em: "
1142048701646606336,ônibus da unb em feriado vazio 🙏🏼🙏🏼🙏🏼deus obrigada por este mimo
1142048269192687618,nova edição do jornal-laboratório da fac está disponível: 
1142046680667381762,"nossa, fui botar um mantra pra ouvir enquanto leio texto pro trabalho da unb, e quase tive um ataque do coração quando vi que o vídeo com um dos meus mantras favoritos tinha sido bloqueado no youtube. acabou que eu achei outro vídeo dele rapidinho; mas que crueldade, sr. youtube."
1142045819790614530,unb dá calote de r$ 200 milhões na conta de luz 
1142044373972115456,"depois de uma noite regada a doses de vodka, estou na unb bêbado, seja um vida loka formado"
1142043956785635328,vei eu acordei 7:30 p ir pra unb na sexta p gravar um curta espero que deus ja tenha guardado meu lugar no céu pq é cada coisa que eu faço pros meus amigo...
1142043442027143169,hoje minha única obrigação na unb é almoçar com o thiago 💕💕
1142043187067965440,universidade de brasília dá calote de r$200 milhões na conta de luz e fragiliza ceb via  
1142042063254577153,"já rolou algo parecido comigo, tinha um amigo que morava literalmente do lado da escola e eu tinha que pegar algum documento lá para me matricular na unb. tinha ido 3 vezes lá e não estava pronto a parada. pedi pro cara ir lá para mim e ele disse que tava com preguiça."
1142040467695177728,gay a paradise e um cara ex sky tavam lavando roupa suja em praça pública depois que esse v3 jogou a merda no ventilador. pelo que eu entendi ele foi pulando da unb pra paradise e depois pra sky
1142040171694764033,"quando eu tava no ensino médio, eu pensava que pra visitar a unb era pago kk' karalh'"
1142037364988141568,ninguem na unb e eu aqui por livre e espontânea vontade (e eu nem estou em final de semestre pq tranquei as matérias importantes mesmo)
1142037131679936512,eu gosto muito de ouvir o cast recording de hamilton no carro aí hoje eu vindo para a unb chorei com who lives who dies who tells your story
1142037089015554049,vou ter que ir pra unb hoje e estou querendo matar um
1142035213306015744,sozinha na unb 😓
1142035147455455234,que dia é o a divulgação do resultado do vest da unb mesmo?
1142034093795921920,não acredito q vim pra esse crl de unb e não tá tendo aula
1142033185175429120,"pois eu me formei em biotecnologia na rutgers university de nova jérsei, que sempre esteve entre as 100 melhores do mundo. tentei revalidar na unb que nem entre as 300 está e negaram a revalidação. atualmente estou fazendo mestrado na umiversity of groningen, atual #72 vamos ver."
1142032624116015105,estudante de administra��o desaparece a caminho da unb 
1142032512845328384,unb divulga notas de quest�es dissertativas do vestibular 
1142030147761180678,"docentes e alunos pilhados, desanimados e quase perdidos. está aí a “ciranda da violência social”. o termo é usado pela psicóloga da coordenação de atenção à saúde e qualidade de vida da unb, laene pedro gama para exemplificar as consequências na má saúde mental dos professores."
1142030144103702528,"a unb esta atrapalhando meu desempenho em séries hj lança dark e ja to arrasada em lucifer siren e the handmai's tale, so quero férias"
1142027724468436997,"primeira vez que vou na unb, ansiosa"
1142026842892902400,"a morte ter q ir pra unb hoje, mas que manhã gostosinha meu deus obrigado"
1142025599139090433,na unb hoje e essa hora só quem já pecou muito na vida
1142025549487005696,"sexta, pós feriado. e já estamos aqui no rala..   9hs no cet- unb 15h na campus party #cpbsb3"
1142025540389482496,"pros que estão presos no pesadelo de ter que ir pra unb essa sexta: aproveita e dá uma passadinha na reu ordinária que vai ter no pilotis da botânica às 13h. vai ser bem rápido, só precisamos convoncar uma assembléia pra semana que vem e cabou."
1142024333331763200,no limite da falta estou eu nessa unb... espero n ser a única nessa aula!
1142023744866537474,ーunb 
1142023333342568449,"o que to fazendo nessa unb 7 hrs da manhã ? kkkkk a tia da limpeza tá me zoando, dizendo que minha vida vai ser um sucesso pq ninguém tá aqui"
1142022676111941632,até agr sem acreditar na nota da minha redação da unb
1142021277252751360,universitários da unb que nunca conseguiram se formar. 
1142016833278660608,saudade de quando eu apostava racha de bike na unb
1142015788200681473,"só queria que esse feriado fosse imendado, mas ao invés disso vou ter as aulas de hoje e as de ontem, muito obrigado unb"
1142014978100211714,essa hora da manhã e eu indo pra unb estudar
1142009411075883008,universidade de brasília dá calote de r$200 milhões na conta de luz e fragiliza ceb  #diariodopoder #colunach
1142005064036421633,"o rapaz passou na unb para o curso de direito ainda na 8a série, ou seja, sem cursar o ensino médio. se formou com 18 anos. é aprovado no mestrado em harvard. é um colecionador de feitos.   "
1142004625299714050,sem animação nenhuma em ir pra unb hoje
1141999667485560833,sei la oq vo fazer nessa casa so essa noite ja vi mais coisa do q vi na unb kkkkkkk porra sao paulo
1141997955882332160,universidade de brasília dá calote de r$200 milhões na conta de luz e fragiliza ceb via  
1141996732236161026,"ai unb e estágio, pq matastes minha sexta feira pós feriado?"
1141995799246704641,"ainda bem q eu to saindo da unb .. pq eu sou alta pra caralho, n sou magrinha, mas sou gostosa e tenho cabelo curto kk"
1141972993414959104,tenho q estar na unb 12h 🤩🤪 
1141970379776376833,já tentaram passar em medicina na unb? garanto que é mais fácil que tirar cheiro de alho da mão.
1141959007487307776,3:39 da madrugada... meu cérebro e meu corpo já entraram no modo férias mesmo eu ainda tendo 3 semanas de coisas pra fazer na unb/estágios
1141934751789375488,"talvez eu tenha uma sócia na unb, mas ela deve ser do diurno queria mt encontrar com ela tbm :/"
1141924257267691520,estou pensando em ir pra unb amanhã estudar mas sei lá também quero não
1141921211968053248,tem q fazer algo pra ganhar dinheiro po não tem como kkkk  no final do ensino médio eu tinha passado para filosofia na unb aqui mas preferir não cursar   bem melhor tu fazer algo para ganhar dinheiro e quando tu já tiver uma graninha faz uma facul de filosofia pq tu gosta
1141917808579813376,que sdds do unb :(
1141917243128856576,"sou sim universitária. sou engenheira formada na ufsc. especialização em logística urbana na unb e em gestão da mobilidade na antiga ebtu. proprietária de um escritório bem legal de engenharia de transportes. amo ler, viajar e conhecer."
1141915848099139584,não esperava nada menos que isso de você. vem unb!!!! ❤
1141909348966436865,"me dá o dinheiro que eu vou garai  a gente ta mandando meu irmão primeiro, ele foi aceito na transferência de curso da unb pra lá. comigo ainda falta autenticar uns documentos e aplicar"
1141905156486893568,"tudo dele é ser o mais jovem kkk. e vem de uma federal, a unb. fodaa !"
1141902272277954561,e a menina de 12 anos do meu curso do enem que perguntou se o pai dela podia ir com ela pro passeio da unb
1141901733536423937,poxa eu te lembro a poc da est????  kakakakaka estarei na unb não
1141901453751201792,a poc da est salada tainá salvou a pizza 👍🏾 a propósito amanhã tu tá na unb pra eu te pagar?
1141900927806431232,literalmente todo mundo naquela unb não tem aula amanhã mas minha professora ama tanto sua profissão que resolveu ser a única a dar aula :)
1141900248660480001,meu deus unb meu deus
1141900075104423936,"[20/6 23:39] brenda rayane: aí, queria eu tá fazendo minha graduação já na unb 😩 [20/6 23:43] anderson: você ta novinha [20/6 23:43] anderson: com certeza chega la [20/6 23:44] anderson: questao de tempo"
1141899774884556800,"to mais confiante com essa nota de redação em relação ao vestibular, só deus sabe se eu passei ou não mas se tudo der certo, é rel semestre que vem na unb!!!!"
1141899685017346049,"meu, o pedro imprimiu o calendário da unb em um pôster, alguém por favor para a cultura do calouro burro"
1141897445078634498,oi  meu nome é felipe  você matou o meu deus  se prepare para a minha irmã na unb
1141892654302683136,mano isso aí se fosse na   seria um deserto....
1141892205868670976,"quando a mulher descobriu que eu tinha estudado lá e morava na samambaia, e hoje estou na unb,  ela chega ficou surpresa."
1141891881992884224,eu chegando na unb dia 8 de julho 
1141891211357229056,"cesárea aumenta em seis vezes o risco de morte da mãe, diz professora da unb – saúde popular "
1141891028091379712,"af, não dá nem pra mentir dizendo que não é da unb a galera é xeroque rolmes"
1141890803012444160,já tive que sair da unb 11 hra da noite por causa de matéria
1141890607851495425,"teve um dia que eu fiquei umas 2 hs plantada lá às 22 da noite. e cê acredita que teve um assalto no outro lado da l2? um cara com uma faca eu quase morri de medo. ainda bem que não aconteceu nada. mas é muito deserto. é horrível esse negócio. eu imagino a unb, aquele mato todo"
1141890063732805632,"unb e a quantidade de mosquitos da dengue não é brincadeira, mas que merda! gente imunda!"
1141889447031689216,"concordo em gênero número e grau contigo kkkkk  e l2 é o lugar mais morto ainda  é péssimo  horrível  horroroso  fiz estágio na unb e eu odiava demais quando eu saia dps das 18 hrs tudo longe, escuro, vazio"
1141886585132212225,"uau... com os pais advogados e fazendo com que ele nem curse o ensino médio regular como 99% dos adolescentes brasileiros, pelo fato de ter passado no vestibular da unb, então se a pessoa termina o fundamental e faz um vestibular e passa ela não precisa mais fazer o médio???? "
1141886257062187008,setor cabelo vermelho doida safada fofa unb visionária
1141886094692233216,#unb divulga notas de questões dissertativas do 2º vestibular de 2019 - 
1141884883490529280,"mateus ribeiro se formou na unb, universidade de brasília, onde foi aprovado no vestibular com apenas 14 anos de idade, com uma liminar da justiça."
1141884419340480512,"unb, a música é black heart"
1141882282388709377,"eita, num posso falar mas nem é da unb"
1141881634079301632,minha maior tristeza é ter que ir pra unb amanhã pqp
1141881187142701056,"quando eu penso naquelas ""senhôras"" de bem, incluindo professoras universitárias na ufg e na unb, que se derretiam todas por esse canalha do moro, me dá um nojo..."
1141880917708947456,unb divulga notas de questões dissertativas do 2º vestibular de 2019 
1141880858028236802,sdds dos hh que tinha na unb
1141880392372371456,se alguem tiver o link das notas de redação da unb me manda pfvr!!!!!!!
1141878038977794048,"pudera, tu tá só balburdiando lá na unb né kskakakak"
1141878025933545472,"e eu que tirei 9.2 na redação do vestibular da unb que eu achei que foi a pior de todos os meus vestibulares. olha, eu não entendi..."
1141877612110917632,bochechinhas sorriso maravilhoso '' mds tá chorandokkk'' fred ana camat unb amendupã futebol
1141877388244070405,se isso no nome do unb for o nome do novo comeback deles ?????
1141877121746386945,ironia sarcasmo '' kk.... '-' '' tn patrão matemática unb cala boca moss vingadores lixo sou lindo noturno música
1141876175658205185,eu já tava pensando em uma pessoa fantasiada de batata correndo atrás de você igual o cara de galinha na unb kkkkkkkk
1141872996832993283,filmes e vídeos do pas unb 2019 - playlist das 3 etapas com mais de 40 filmes e vídeos super interessantes e educativos para todas as idades e graus de instrução. não deixe de dar uma tweettada.  
1141872752489639936,aluno da unb desaparece após sair da aula na terça-feira 
1141871989021429761,documentos privados em acervos públicos: estudo de caso no arquivo central da universidade de brasília (unb)  via
1141870328588754945,sinto tanta falta dos meus amigos da unb😭😭😭
1141868449758679047,estudante de administração vai para unb e desaparece no caminho 
1141867834890489857,uau integrou tudo nos espaço da unb.... menos o tima da unb 🤪🤪🤪🤪
1141867287097610240,a gente na unb na enap e nas festas
1141867200229326853,"eu jurava que a redação da unb tinha sido a pior da minha vida, que ia até zerar, to mt feliz"
1141865858559553537,gosto de estudar na unb mas tem hora que enjoa namoral
1141865205300940800,"os queridos da unb resolvem que vão liberar a redação logo no feriado, poxa meus amores... mas tudo bem vocês são lindos sabia? universidade maravilhosa, bela, sonho de consumo, quer o mundo eu dou pra vocêssssss"
1141864835833053185,"o dia que ganhei um certificado que vale 5 créditos na unb, dia mais feliz da vida meus caros. "
1141863136041078784,lembrando aqui que tirei uma nota boa na redação da unb e bebendo muiiiiiiiito
1141861787203227649,maior tristeza da minha vida é ter q ir p unb amanhã
1141861358931259392,decidindo se vou pra unb amanhã estudar ou já que tenho mil trabalhos pra fazer e na minha casa está impossível viver
1141860414709481473,"tirei 9,6 na redação da unb caralhooooooooooooo"
1141853695665160192,"quando vc tira 9,195 na redação da unb😍"
1141852820372672512,"e meu irmão q tirou 9,926 na redação da unb k safado   sinto o cheiro da responsa"
1141851362185097217,vir pra unb estudar em pleno feriado é o cúmulo do desespero na vida do universitário
1141850630715334657,"25 de junho na unb! brasília, df. tse, urnas eletrônicas, sistema brasileiro de votação (e apuração), fakenews (que em si já é fakenews). vamos? "
1141847748725084160,mimos do @ pai e @ unb que não me dá um dia de paz 
1141847568198094853,engenharia unb gifs da gretchen gatos alguém que eu não sei quem é mas toda vez que vejo no twitter eu fico curioso
1141846578044506114,"miga, desde que eu entrei na unb, minha vida em livros parou em todos os sentidos, de séries e filmes também. tentei voltar várias vezes, nunca mais deu certo."
1141844463016402949,passando pra exaltar minha amiga advogata  que durante a faculdade foi aprestar um trabalho e fez uma peça do programa casos de família onde ela interpretou a christina rocha!   formada na unb em 2/2018.  contratem ela na moral.
1141843962279452673,gente n to entendendo nada flertei com o menino da unb ate a parada  sorri  um dia dps ele me segue no instagram e curte minhas fotos  vou dar uma olhadinha no perfil dele e pa vejo foto dele beijando um garoto
1141842216878575622,saiu resultado da redação da unb e eu to feliz demaisssss
1141840715040862208,"vale ressaltar: ""mateus ribeiro se formou na universidade de brasília (unb)"" "
1141839416656310272,"...e mais. pediu p sair...pq precisa se dedicar ao doutorado na unb. é servidora pública estável, n precisa de cargo político...pq continua tenente coronel, desse aí n tem candangada q derrube!!"
1141838762617516032,nossa eu sonhei uma coisa horrível que aconteceu na unb  chorei horrores
1141838282197819392,sonhei q a sophia passava em psico na unb  saudade o nome 😞
1141838212274561024,eu tirei 97 na redação da unb  noventa e sete  na  universidade nacional de brasilia  irmao
1141837908372008960,"eu: vai ter um tour pela unb q o formancipa vai fazer  mamãe: vai, é bom conhecer a faculdade que você quer ir né  amor da minha vida todinha q apoia meus sonhos"
1141837649419751424,[lis] documentos privados em acervos públicos: estudo de caso no arquivo central da universidade de brasília (unb) 
1141837239896477696,"eu também. principalmente, as drogas e tráfico rolam soltas nas federais. na unb o que não falta são assaltos e estupros. #dia30vaisermaior "
1141836613351329797,eu andando com a  na unb 
1141835555082256384,nem volte kkkkkkkk. passar raiva a toa pra ter diploma duma univ. mais renomada q a unb ser negado o revalida pela mesma é patético de um nível que pqp
1141835429303508992,puts nega sofremos na unb hein
1141833820808843265,bateu vontade de fazer ciências políticas na unb
1141833796305788930,to lendo uma dissertação de mestrado tão mal escrita que eu to sinceramente chocada que esta merda foi aprovada. ps: é de filosofia da unb.
1141832686429966336,pula p parte q entro na unb pelo amoooor
1141831656246001676,"vou tirar fotos na unb amanhã, quem quiser fala aí 🤙"
1141830707607736323,claro amiga eh so o q tem na unb
1141829534477639680,"fiz minha graduação nos eua, numa universidade top, quando voltei ao brasil tive minha revalidação negada pela unb, por falta de horas/aula. consegui revalidar na ufgs com o mesmo currículo depois de 1 ano em processo. estou fazendo mestrado na holanda, prevejo outra romaria."
1141828936688685057,9vinhos da unb se preparem pq a gabi ta soltinha que nem arroz
1141826757902897152,"ele entro na unb com fucking 14 anos véi, como os pais dele criaram ele?? pqp é um monstro "
1141825475708444673,"eu saí do vest da unb tão triste pq achei que havia fracassado horrores na redação e, hoje quando vi minha nota, me deu um gás pra continuar."
1141824219958919168,fui fumar a ponta do paiol e so lembrei das mina do bang da unb rindo de mim so pq queimei o dedo tentando ascender o msm kkkkkkkkk
1141824077616898048,eu poderia ter viajado amanhã mas o final do semestre me impediu eu te odeio unb
1141822593231724544,"as vivências que a unb permite...  pqp, saímos um profissional foda"
1141820781858570252,"cadê meus amigos lgbt &amp; acadêmicos pra ajudar uma universitária com um artigo? precisamos de materiais sobre a marisa fernandes e sobre o joão silvério trevisan, ajuda a unb a não sugar mais uma alma, gente"
1141819786223075349,"kkkkkk me falta a verba... e um pouco do tempo tbm kkkk até pq a unb idiomas é o mais perto, porém ainda assim é laaa no final do gama."
1141819469523763211,#tbt de hoje é recente. da minha formatura na  esse ano. #sociologia 
1141819225666924544,"gabriela me deu um abacate que ela achou na unb na segunda e ele veio ficar bom hoje, fiz uma vitamina, ficou uma deliciaa"
1141815188896854016,infelizmente meu direito unb n está sdds jogos
1141814794313457664,meu pai passou mal e eu vim da unb só pra tentar ajudar ele 😥
1141813713583915010,"ontem o dia foi todo da vitória. vitória é amada, sincera, engraçada e amiga. parceira de ensino médio, de cursinho e de unb. vit, você ainda tem tantas coisas pela frente, ainda vai viver coisas maravilhosas,… "
1141813087697342465,17 doletas o album do unb e eu não sei quanto ficaria o frete..
1141812961788473346,meu role com lorena sempre para na unb
1141812485810470928,saiu nos editais da unb
1141810450834739200,"hoje um bolsominion que chamou a unb de ""facista"" (com c e não sc) disse que tem o qi 278. ele não sabe o que é fascismo, ele não sabe escrever e não sabe quanto vale um quociente de inteligência. bolsominions sendo bolsominions."
1141808167401271296,aqui na unb eles forçam apa goela abaixo
1141808165278892032,"mano, arraiá na unb foi muito bom"
1141804259194916869,"obviamente: enfia no cu millena, milena, isa, isa  '' tá tudo bem mesmo? '' amiga miga gummy camat matemática unb"
1141803195582341120,"eu sempre posso mudar em cima da hora, eu acho ?_? não entendi muito bem esse novo sistema da unb"
1141803146538344450,caralho porra minha mulher e foda p caralho mano olha isso linda&amp;perfeita serio a unb ja é realidade 😍🥳🥳🤩🤩😍😍😭😭😍😍😍😍😍😭😭🥳🥳🥳🤩🤩🤩🤩😍😍 
1141802226647785474,matemática unb risada contagiante veterano dpe
1141802170595074049,"eu teria comprado uma vaga na unb. morava em brasília e tinha amigos com pais influentes e estaria formado e participando deste teatro nacional dentro da nossa justiça, junto a muitos que estão no palco atual."
1141801740448260096,"o nível da unb caiu mt né,pq eu consegui entrar lá e tô apanhando pra escrever um artigo.sinceramente."
1141795917563125761,"dessas musicas de grupo temporário as únicas que ainda gosto são do the unit, unb, uni.t e jbj o resto o que tenho a ver"
1141793396723453952,"ai a pessoa fica mais de 5 meses no cursinho pra descobrir que é um merda e nunca vai entrar na unb... a vida é bela, meus amigos"
1141790789359550467,"incrível como 90% das pessoas que entram na unb namorando, terminam"
1141790407707246592,mermão eu fechei a redação da unb com 10 ahahahahahahahahahaha
1141789452743925762,toda vez q eu surto me achando burra eu entro no instagram da minha escola antiga e vejo q a minha foto tá lá parabenizando meu primeiro lugar na unb e lembro q sou capaz
